title,id,link,date,job_description,label
staff nurse - fern dean,job_36cb6c81d8d66161,https://ie.indeed.com/rc/clk?jk=36cb6c81d8d66161&bb=Liv_LlFTKztKNZBIp0YGbqnHdvzAzXNURUE2_qUgf6CKxLqxoA5y_EzpF8JXC5HS1mpGWQzIMkLAmdXp7lU_c_bGh91nkidJIWc3JZ3J8ic%3D&xkcb=SoCL67M3G507gkR9Np0bbzkdCdPP&fccid=8451ccf4bb6da9c4&vjs=3,"before December 11, 2023","staff nurse  fern dean nursing home

it is our mission to ensure that residents feel valued and loved within their homes. our strong family ethos and team of talented, diverse and caring colleagues is central to the creation of a supportive and nurturing environment that creates a strong sense of home for our residents.

our core company values:

communication  privacy, respect  dignity choice  independence  individuality  rights  community partnership

we are currently recruiting for staff nurse in fern dean nursing home, blackrock, co dublin.

permanent contract  39 hours per week 

job summary

the staff nurse will assess, plan, implement and evaluate care to the highest professional and ethical standards within the nursing home. the successful candidate will provide holistic, personcentred care, promoting optimum independence and enhancing the quality of life for our residents.

qualificationsexperience:
nursing qualification essential
registered with nursing and midwifery board of ireland essential

what we offer
sign on bonus of eur500
highly competitive rates of pay
paid induction  training
career progression opportunities as part of an expanding group
ongoing training and development
supportive working environment
eap program

fern dean nursing home is an equal opportunities employer.",registered_nurse
occupational health nurse,job_9bf2ca69ecd4b696,https://ie.indeed.com/rc/clk?jk=9bf2ca69ecd4b696&bb=bhi4xS17QGMHp5_3o8LwkIo8J1qYd2M21P6DlDb2ikViWiOmegI-LpCMtUXPXIFwRchsq9CeAgmWjfh_c28cE8zKutyc_-iHSUI-Xb2CPOA%3D&xkcb=SoBZ67M3G506v4R9CZ0LbzkdCdPP&fccid=4d6ab1474257f052&vjs=3,"December 13, 2023","dublin city

discipline:
healthcare

prnfcoccuhn


we are recruiting for an occupational health nurse for an occupational health city south dublin.
role would suit a candidate with practice nurse background or similar such as acute experience.
candidates must be nmbi rgn registered
experience in clinic settings as role duties will include employment checks etc
25 days annual leave
income protection and life assurance cover
pension scheme
contribution to health insurance cover
bike to work scheme
continuing professional development  allowance
career progression
great opportunity for nurse looking to move into occupational health as training will be provided.",registered_nurse
registered advanced nurse practitioner,job_c4ab123ea1293276,https://ie.indeed.com/rc/clk?jk=c4ab123ea1293276&bb=bhi4xS17QGMHp5_3o8LwkPzNJZQAslU6sfOLdTdb3xK1DVpDj0Z9M1DAMhawN_SL1EC0yzyzbrunxQUuLO1lNbbmwPLJmVpqrCFXDGZr5qE%3D&xkcb=SoDt67M3G506v4R9CZ0KbzkdCdPP&fccid=398343eefb883739&vjs=3,"December 13, 2023","department: enhanced primary care

role: permanent



purpose of the post

a permanent full time vacancy has arisen for the role of a registered advanced nurse practitioner ranp in enhanced primary care at the vhi health and wellbeing, dublin. this post will sit within a dynamic and diverse multiprofessional team driving innovation in an enhanced primary care model based on the patient centered medical home model. straddling the existing care models of vhi hosphome , urgent care, screening and speciality clinics already offered you will be involved in delivering enhanced primary care across all areas with a particular focus on growing and developing integrated primary care services within vhi.

the ranp will practice at a high level of capability as independent, autonomous and expert advanced practitioners and in conjunction with other health care professionals to assess, diagnose and treat the conditions of patients attending within primary care, initiating direct referrals as appropriate.

the ranp in enhanced primary care will demonstrate advanced clinical and theoretical knowledge, critical thinking, clinical leadership and complex decisionmaking abilities.


the ranp in enhanced primary care service provides clinical leadership and professional scholarship in the delivery of optimal nursing services and informs the development of evidencebased health policy at local, regional and national levels.

the ranp in enhanced primary care will contribute to research that shapes and advances clinical practice, education and health care at local, national and international levels.


the six domains of competence are as follows:
professional values and conduct
clinicaldecision making
knowledge and cognitive competences
communication and interpersonal competences
management and team competences
leadership and professional scholarship competences

each of the six domains specifies the standard which the ranp has a duty and responsibility to demonstrate and practise.

eligibility criteria
eligible applicants must:
be a registered general nurse on the nmbis active register.
annual registration practitioners must maintain active annual registration on the advanced nurse practitioner division of the register of nurses and midwives maintained by the nursing and midwifery board of ireland for the role.
must possess the requisite knowledge and ability including a high standard of suitability and clinical, professional and administrative capacity to properly discharge the functions of the role.
demonstrates competencies relevant to context of practice.
demonstrate involvement in audit and research.
demonstrate competence in managing a caseload of patients with nonlifethreatening injury or illness.
demonstrate alignment with vhi values.

accessibility

reasonable accommodations

vhi is an equal opportunities employer",registered_nurse
registered advanced nurse practitioner,job_95ec3e30dd56f787,https://ie.indeed.com/rc/clk?jk=95ec3e30dd56f787&bb=bhi4xS17QGMHp5_3o8LwkIdIJo0PS0KQsgJ2uYq8aYP-Tw3ki3sFpMdFuvYoGH26XsiVsQ3IMx4CW6F9AMkviEcvsGQs987Ymes_D1LbNAs%3D&xkcb=SoBw67M3G506v4R9CZ0JbzkdCdPP&fccid=398343eefb883739&vjs=3,"December 13, 2023","job details
department: enhanced primary care

role: permanent

purpose of the post

a permanent full time vacancy has arisen for the role of a registered advanced nurse practitioner ranp in enhanced primary care at the vhi health and wellbeing, dublin. this post will sit within a dynamic and diverse multiprofessional team driving innovation in an enhanced primary care model based on the patient centered medical home model. straddling the existing care models of vhi hosphome , urgent care, screening and speciality clinics already offered you will be involved in delivering enhanced primary care across all areas with a particular focus on growing and developing integrated primary care services within vhi.

the ranp will practice at a high level of capability as independent, autonomous and expert advanced practitioners and in conjunction with other health care professionals to assess, diagnose and treat the conditions of patients attending within primary care, initiating direct referrals as appropriate.

the ranp in enhanced primary care will demonstrate advanced clinical and theoretical knowledge, critical thinking, clinical leadership and complex decisionmaking abilities.


the ranp in enhanced primary care service provides clinical leadership and professional scholarship in the delivery of optimal nursing services and informs the development of evidencebased health policy at local, regional and national levels.

the ranp in enhanced primary care will contribute to research that shapes and advances clinical practice, education and health care at local, national and international levels.


the six domains of competence are as follows:
professional values and conduct
clinicaldecision making
knowledge and cognitive competences
communication and interpersonal competences
management and team competences
leadership and professional scholarship competences

each of the six domains specifies the standard which the ranp has a duty and responsibility to demonstrate and practise.

eligibility criteria
eligible applicants must:
be a registered general nurse on the nmbis active register.
annual registration practitioners must maintain active annual registration on the advanced nurse practitioner division of the register of nurses and midwives maintained by the nursing and midwifery board of ireland for the role.
must possess the requisite knowledge and ability including a high standard of suitability and clinical, professional and administrative capacity to properly discharge the functions of the role.
demonstrates competencies relevant to context of practice.
demonstrate involvement in audit and research.
demonstrate competence in managing a caseload of patients with nonlifethreatening injury or illness.
demonstrate alignment with vhi values.

accessibility

reasonable accommodations

vhi is an equal opportunities employer",registered_nurse
senior care manager,job_a70a8680b90ec8a6,https://ie.indeed.com/rc/clk?jk=a70a8680b90ec8a6&bb=bhi4xS17QGMHp5_3o8LwkB-nexACgAQv5-PIBR9AHAZsOOU3Zfg3U3tH4ed7Q-QG90g7Cm4DeZruYW-XBGVT33VEslD9bVg_7MGBZMXo7aQ%3D&xkcb=SoDE67M3G506v4R9CZ0IbzkdCdPP&fccid=d2675e0f02fa7353&vjs=3,"before December 11, 2023","description:
senior care manager
the main functions of the role are:
lead and manage all client services for our dun laoghaire based south side clients.
lead the small team of care managers in dun laoghaire sharing resource and knowledge with the dundrum office.
provide guidance and leadership to the dun laoghaire team in all matters relating to client services.
be proactive in growing the revenue of the dun laoghaire branch by managing the recruitment of carers and the acceptance of new hse and private clients.
manage the start of new client services from the first point of contact to establishing a quality settled service.
liaise with fellow healthcare professionals including hse management, local phns and other professionals in hospital and community settings.
engage with the hse in accepting new client referrals optimising existing carer and office resource.
assess the homecare needs of new clients by conducting assessments in their homes, hospital, or convalescent homes.

participate in oncall rota one evening per week on three month onoff rotation  not including weekends
other duties as they arise and relate to stability and growth of the dundrum office.

candidates should be a qualified nurse an bord altranais or equivalent. in addition, the ideal candidate will possess the following:
previous experience in homecarecommunity based care management is a distinct advantage.
a strong desire to advocate for the elderly in a community setting.
business development savvy and an ability to soft sell and drive strategy goals.
the ability to multitask, to work under pressure and to use their own initiative.
the ability to prioritise and problem solve with excellent attention to detail.
have a confident and clear communication style and be able to influence and reassure people from all backgrounds.
be energetic and positive with an ability to judge situations and the needs of vulnerable people.
have a solid knowledge of the health and social challenges facing the elderly.
hr  recruitment experience would be a bonus but not essential.
dublin
salary:
full time;
tags:
care home,care of the elderly,dublin",registered_nurse
practice nurse,job_586e27da68e55f74,https://ie.indeed.com/rc/clk?jk=586e27da68e55f74&bb=bhi4xS17QGMHp5_3o8LwkBeForoCYSCKpDuogte224T333gjlJs6icm5Lixz1y0gEez-p0DhPj5dkEzS9aOoobFAJmLgfMQRbzoiT52dBQk%3D&xkcb=SoBK67M3G506v4R9CZ0PbzkdCdPP&fccid=4d6ab1474257f052&vjs=3,"December 13, 2023","south dublin

discipline:
healthcare

experience in the below is desirable:
phlebotomy
vaccinations
cdm
blood pressure monitoring
ecgs
would management",registered_nurse
clinical nurse manager - cnm,job_16645716d63e7734,https://ie.indeed.com/rc/clk?jk=16645716d63e7734&bb=bhi4xS17QGMHp5_3o8LwkPKDKtqJYK8WXiclm3ZvuwmkahJTTSxk_ZHlbsJ5AU7HcWlFOaOh43hgcf8X9uyjmF3CONfCLxBQ7u_52wo2YjM%3D&xkcb=SoD-67M3G506v4R9CZ0ObzkdCdPP&fccid=4eab03779dee39b4&cmp=Hollilander-Ltd.&ti=Clinical+Nurse+Manager&vjs=3,"January 08, 2024","hollilander recruitment has an exciting opportunity for a clinical nurse manager to lead and develop a team of registered nurses and healthcare assistants, and to play an integral and active role in a committed multidisciplinary team thereby making a significant contribution in the area of psychiatric nurse management.
the successful candidate will be a dynamic and energetic individual with experience of working at clinical nurse management or as a staff nurse in mental health and will have an indepth knowledge of the mental health commission requirements, leadership skills and governance with evidence of continuing professional development.
the clinical nurse manager 1 will report to the clinical nurse manager 2 and will have a pivotal role in coordinating and managing activity and resources within the nursing and clinical areas. the key responsibilities are ensuring high clinical standards are adhered to, resource management, staff development, facilitating communication and professionalclinical leadership.
key responsibilities include:
support the clinical nurse management team in the strategic and operational development, coordination and management of the service in accordance with national and regulatory standards and with regard to best practice.
manage patient care to ensure the highest professional standards using an evidencebased, care planning approach.
ensure that patientsresidents and others are treated with dignity and respect and encourage patientsresidents to be as independent as possible in the activities of daily living.
support the delivery of strategic and operational change programmes in our service.
ensure that all practices, procedures and policies conform with the service and strategic plans of the organisation.
provide safe, comprehensive nursing care to patientsresidents within the guidelines laid out by an bord altranais.
provide a high level of professional and clinical leadership and ensure that the nursing and healthcare service provision is delivered to the highest standard of treatment and care, and that safety standards are maintained.
ensure the highest standard of compliance with regulatory programmes including clinical governance, health  safety and risk management standards.
responsibility for the coordination, assessment, planning, delivery and review of patientresidential care by all staff in their designated area.
work as part of a multidisciplinary team, and participate in teamsmeetings committees as appropriate, communicating and working collaboratively.
coordinate all activities with the centres medical staff in respect of doctors visits to include all followup action required.
collaborate with patientsresidents, family, carers and other staff in treatmentcare planning and in the provision of support and advice.
communicate verbally andor in writing results of assessments, treatmentcare programmes and recommendations to the team and relevant others in accordance with service policy.
plan discharge or transfer of the patientresident between services as appropriate.
areas of responsibility also include: professionalclinical, management, health  safety, education and training.
the successful candidates will meet the following requirements:
a registered psychiatric nurse with an bord altranais
possess 3 years postregistration nursing experience consisting of at least 1 years experience working in adult mental health services.
experience in a healthcare  hospital setting, including acute mental health care.
clinical experience of medical conditions and in palliative care.
possess the requisite knowledge and ability including a high standard of clinical, managerial and administrative competencies.
extensive experience in managing staff, budgets and workforce planning.
possess an indepth knowledge of the mental health commission requirements, leadership and governance.
energetic individual with solid clinical experience in working with a team of diverse clinicians and strong knowledge of the concepts and operations of clinical governance.
strong ability to lead, teach, manage, participate and play a key role in the practice education of students, and to promote and engage in the teachingtrainingsupport of others as appropriate.
have a good knowledge and experience of health, safety and other statutory regulations affecting a healthcare organisation.
demonstrate evidence of continuing professional development.
ability to commuterelocate:
dublin, co. dublin: reliably commute or plan to relocate before starting work required
application questions:
how many years of experience do you have within the medical field
are you registered with the nmbi",registered_nurse
ophthalmology nurse – day clinic,job_b73e6426f951d032,https://ie.indeed.com/rc/clk?jk=b73e6426f951d032&bb=bhi4xS17QGMHp5_3o8LwkDAKchkmC49sDTPMlR_NN6KO7ptkonPUs_LyWumIXHHuonCR8MryMcpAxKmH9qk941ROrT-32YhJwsZ-L-Hfg7s%3D&xkcb=SoBj67M3G506v4R9CZ0NbzkdCdPP&fccid=d2675e0f02fa7353&vjs=3,"before December 11, 2023","description:
cpl healthcare are seeking a staff nurse to join an excellent ophthalmology clinic
our client is seeking a staff nurse to join their growing team. this clinic specializes in eye surgery and procedures on an outpatient basis. prior ophthalmology experience not required as training will be provided
shift pattern: 4x10hour shifts per week
applicant requirements
nmbi registered general nurse
previous experience in an acute surgical environment
good teamwork skills
willingness to learn
excellent clinical skills
excellent communication skills

dublin
full time;
ophthalmology,registered general nurse,rgn,staff nurse,surgical,theatre",registered_nurse
clinical nurse manager 1,job_338053e6961ee5a7,https://ie.indeed.com/rc/clk?jk=338053e6961ee5a7&bb=bhi4xS17QGMHp5_3o8LwkAvoCa4d4hhxMCE34_UlJ6l4XN6ZFp62Smm0n75XRBNMA5E6TVrCdhO24Kt3KMyT-puvt7nL34zvjxGSC5Kt-zc%3D&xkcb=SoDX67M3G506v4R9CZ0MbzkdCdPP&fccid=4eab03779dee39b4&cmp=Hollilander-Ltd.&ti=Clinical+Nurse+Manager&vjs=3,"January 08, 2024","hollilander has an exciting opportunity for a clinical nurse manager 1 with one of the leading employers to lead and develop a team of registered nurses and healthcare assistants, to play an integral role in a committed multidisciplinary team, and to make a significant contribution in the area of psychiatric nurse management.
mode of work: onsite
hours of work per week: 39 hours
contract type: permanent, fulltime
responsibilities will include:
support the clinical nurse management team in the strategic and operational development, coordination, and management of the service in accordance with national and regulatory standards and with regard to best practice.
manage patient care to ensure the highest professional standards using an evidencebased, care planning approach.
ensure that residents and others are treated with dignity and respect, and encourage our residents to be as independent as possible in the activities of daily living.
support the delivery of strategic and operational change programmes in our service.
ensure that all practices, procedures, and policies conform with the service and strategic plans of the organization.
provide safe, comprehensive nursing care to our residents within the guidelines laid out by an bord altranais.
provide a high level of professional and clinical leadership and ensure that the nursing and healthcare service provision is delivered to the highest standard of treatment and care and that safety standards are maintained.
ensure the highest standard of compliance with regulatory programmes including clinical governance, health  safety, and risk management standards.
responsibility for the coordination, assessment, planning, delivery, and review of patientresidential care by all staff in their designated area.
work as part of a multidisciplinary team, and participate in teams, meetings, andor committees as appropriate, communicating and working collaboratively.
coordinate all activities with medical staff in respect of doctors visits, including all followup action required.
collaborate with residents, their families, carers, and other staff in treatmentcare planning and in the provision of support and advice.
communicate verbally andor in writing, the results of assessments, treatmentcare programmes, and recommendations to the team and relevant others in accordance with service policy.
plan discharge or transfer of the resident between services as appropriate.
the successful candidates will meet the following requirements:
a registered psychiatric nurse with an bord altranais is essential.
possess 3 years postregistration nursing experience consisting of at least 1 year working in adult mental health services.
flexibility in covering night shiftbank holidaysweekends.
experience in a healthcarehospital setting, including acute mental health care.
clinical experience in palliative care is desirable.
possess the requisite knowledge and ability including a high standard of clinical, managerial, and administrative competencies.
extensive experience in managing staff, budgets, and workforce planning.
possess an indepth knowledge of the mental health commission requirements, leadership, and governance.
energetic individual with solid clinical experience in working with a team of diverse clinicians and strong knowledge of the concepts and operations of clinical governance.
strong ability to lead, teach, manage, participate, and play a vital role in the practice education of students, and to promote and engage in the teachingtrainingsupport of others as appropriate.
have a good knowledge and experience of health, safety, and other statutory regulations affecting a healthcare organization.
demonstrate evidence of continuing professional development.
ability to commuterelocate:
dublin, co. dublin: reliably commute or plan to relocate before starting work required",registered_nurse
registered general nurse,job_6816c685470c07c6,https://ie.indeed.com/rc/clk?jk=6816c685470c07c6&bb=bhi4xS17QGMHp5_3o8LwkAlXn20q8PIE40XuGOR2KxVAZtJM_WPsmn6-QQIy9iEEzMclW6HzL1QqzLEmoKIrEdzRH3Aiwm5c14Qcu3OcLnQ%3D&xkcb=SoA-67M3G506v4R9CZ0DbzkdCdPP&fccid=041acf178f0a865e&vjs=3,"before December 11, 2023","registered general nurse
last updated:06dec23

job description: registered general nurse  home care

three q is currently seeking a registered nurse to join our clients team. our client specializes in providing nursing care for children with complex medical needs, delivering essential support within the comfort of their own homes to complement existing care arrangements.

as a dedicated registered nurse, you will play a crucial role in conducting comprehensive needs assessments, crafting individualized care plans, and prioritizing the delivery of exceptional care for children and their families. establishing strong professional relationships and ensuring the continuity of care will be central to your responsibilities.


care requirements:
tracheostomy care
noninvasive ventilation
enteral feeding
medication management
general pediatric nursing care

nurse requirements:
a nursing qualification and registration as a nurse with the nursing and midwifery board of ireland nmbi. relevant certifications applicable to the job role rgn.
must have a valid drivers license or the ability to commute for both day and night shifts.
our client can provide tracheostomy training.
experience with enteral feeding is essential.
clinical pediatric experience postregistration is a bonus.


to be eligible you must be nmbi registered, attend, and complete your interview with the client either remote or in person tcs apply",registered_nurse
staff nurse - theatre,job_c18c0574ca04851d,https://ie.indeed.com/rc/clk?jk=c18c0574ca04851d&bb=bhi4xS17QGMHp5_3o8LwkNq_M9vKr3rfJyE7SVPsdlf0K8pNDjJuW9ohQ2Gffhz_plPLwsucKwPtpj639eACVjK2gZkzPlahpVR4GTZgYEc%3D&xkcb=SoCK67M3G506v4R9CZ0CbzkdCdPP&fccid=041acf178f0a865e&vjs=3,"December 12, 2023","staff nurse  theatre
last updated:11dec23

job description: staff nurse  theatre


as a staff nurse you will be working on in the theatre department assigning with daily management of patients and their care, supporting the team, and working under the direction of clinical nurse managers, assistant director of nurses, and director of nurses.

key responsibilities:
deliver highquality nursing care within the inpatient ward setting.
collaborate effectively with multidisciplinary teams to ensure comprehensive patient care.
maintain accurate and uptodate patient records.
demonstrate excellent communication skills to interact with patients, families, and colleagues.
utilize computer systems efficiently for documentation and data management.
prioritize tasks, work independently, and demonstrate attention to detail.
identify potential challenges and propose effective solutions.
uphold a professional and compassionate approach, reflecting good character.

requirements:
valid nmbi registration.
previous experience in a ward or hospital setting.
while previous orthopaedic experience is desirable, it is not essential.
proficiency in computer literacy.
excellent interpersonal skills with strong written and verbal communication abilities.
selfmotivated and capable of managing multiple tasks simultaneously.
strong problemsolving skills and attention to detail.

highly competitive salary.
contribution pension scheme.
discounted healthcare for staff and immediate family.
onsite car parking.
educational support for career development.
career progression opportunities.
",registered_nurse
dental nurse,job_4d6402661fa2c003,https://ie.indeed.com/rc/clk?jk=4d6402661fa2c003&bb=bhi4xS17QGMHp5_3o8LwkI14afO7lophixlchRCLZf9U4sOGVIZ2Seiy0HcckgYCOZJdMyYOU0FHUBtMj7a7lbPaCjXTY5RkKoJ0y2r2sbE%3D&xkcb=SoAX67M3G506v4R9CZ0BbzkdCdPP&fccid=0b1fd3041a29a489&vjs=3,"December 20, 2023","dame street dental, have an exciting opportunity for a qualified dental nurse in our state of the art dental practice in dublin city

about us:
teamwork and flow is at the heart of everything we do: from our highly qualified specialists delivering worldclass dental treatments, to our amazing hospitality team who take every patient through a genuine, warm human experience from first phone call to lastminute mints. if youre as driven as we are to keep finding new and better ways to turn our patients ideas and anxieties about going to the dentist on its head  to anticipate, to comfort, to delight, and most importantly, to truly care... then its time for us to talk

at dame street dental you will find the most skilled and best trained dentists in the country. we only recruit the very best dentists  because only the best have the ambition and skill to revolutionise dental care  and thats what our team is all about. finding new ways to be better tomorrow than we are today takes everyone, and we know that the next great idea can come from any one of our amazing teammates. we understand that durable careers start with a worklife balance that works for you. flexibility is built into how we do things, offering increased availability to patients means that we have a working pattern to suit everybody.

the role:
we are looking for a knowledgeable and enthusiastic dental nurse to become a valued member of our wonderful team. familiarity with exact software is preferable, however, training will be provided to the right candidate. duties will include chairside assisting, cross infection control and working efficiently across several surgeries.

we are offering a permanent position of minimum 35 hours per week, however, the suitable candidate will be open to working additional hours as our clinic is open seven days a week.
in return, we offer the opportunity to be part of a friendly and cooperative team who will fully encourage and support your career progression.

our offer to you:
uniform provided
every single minute of overtime paid for tracked deputy
room for development
clinical support  guidance
modern surgeries and internal opportunities available
modern computerized dental software system",registered_nurse
clinical nurse manager,job_948b6a01980a9b38,https://ie.indeed.com/rc/clk?jk=948b6a01980a9b38&bb=bhi4xS17QGMHp5_3o8LwkPzNJZQAslU6Sk67yGIBLvOwN1VTfceTfR7OgpcQ1FhIxpYcqId_QT7V2ksTU0_v_oAd1HVdyYrVw57F_yxRYOE%3D&xkcb=SoCj67M3G506v4R9CZ0AbzkdCdPP&fccid=74ccea1b3d5bfb0e&cmp=CroRecruiter&ti=Clinical+Nurse+Manager&vjs=3,"December 20, 2023","hours of work per week: 39 hours
contract type: permanent, fulltime
responsibilities will include:
support the clinical nurse management team in the strategic and operational development, coordination, and management of the service in accordance with national and regulatory standards and with regard to best practice.
manage patient care to ensure the highest professional standards using an evidencebased, care planning approach.
ensure that our residents and others are treated with dignity and respect, and encourage our residents to be as independent as possible in the activities of daily living.
support the delivery of strategic and operational change programmes in our service.
ensure that all practices, procedures, and policies conform with the service and strategic plans of the organization.
provide safe, comprehensive nursing care to our residents within the guidelines laid out by an bord altranais.
provide a high level of professional and clinical leadership and ensure that the nursing and healthcare service provision is delivered to the highest standard of treatment and care and that safety standards are maintained.
ensure the highest standard of compliance with regulatory programmes including clinical governance, health  safety, and risk management standards.
responsibility for the coordination, assessment, planning, delivery, and review of patientresidential care by all staff in their designated area.
work as part of a multidisciplinary team, and participate in teams, meetings, andor committees as appropriate, communicating and working collaboratively.
coordinate all activities with medical staff in respect of doctors visits, including all followup action required.
collaborate with our residents, their families, carers, and other staff in treatmentcare planning and in the provision of support and advice.
communicate verbally andor in writing, the results of assessments, treatmentcare programmes, and recommendations to the team and relevant others in accordance with service policy.
plan discharge or transfer of the resident between services as appropriate.
the successful candidates will meet the following requirements:
a registered psychiatric nurse with an bord altranais is essential.
possess 3 years postregistration nursing experience consisting of at least 1 year working in adult mental health services.
flexibility in covering night shiftbank holidaysweekends.
experience in a healthcarehospital setting, including acute mental health care.
clinical experience in palliative care is desirable.
possess the requisite knowledge and ability including a high standard of clinical, managerial, and administrative competencies.
extensive experience in managing staff, budgets, and workforce planning.
possess an indepth knowledge of the mental health commission requirements, leadership, and governance.
energetic individual with solid clinical experience in working with a team of diverse clinicians and strong knowledge of the concepts and operations of clinical governance.
strong ability to lead, teach, manage, participate, and play a vital role in the practice education of students, and to promote and engage in the teachingtrainingsupport of others as appropriate.
have a good knowledge and experience of health, safety, and other statutory regulations affecting a healthcare organization.
demonstrate evidence of continuing professional development.
ability to commuterelocate:
dublin, co. dublin: reliably commute or plan to relocate before starting work required",registered_nurse
registered advanced nurse practitioner – part-time,job_f3b21aa7e3547f17,https://ie.indeed.com/rc/clk?jk=f3b21aa7e3547f17&bb=bhi4xS17QGMHp5_3o8LwkMeNw_3_Oks1h4ELcgrtRKbvqN-eqeTk7VbufSMI-uv-NxGgigGoA1ZVzTzugvrxedlZKHp-xwbpo4BZAva6s7Q%3D&xkcb=SoAt67M3G506v4R9CZ0HbzkdCdPP&fccid=398343eefb883739&vjs=3,"December 13, 2023","department: enhanced primary care
role: part time  10 hours per week

purpose of the post

a part time  10 hours per week  full time vacancy has arisen for the role of a registered advanced nurse practitioner ranp in enhanced primary care at the vhi health and wellbeing, dublin. this post will sit within a dynamic and diverse multiprofessional team driving innovation in an enhanced primary care model based on the patient centered medical home model. straddling the existing care models of vhi hosphome , urgent care, screening and speciality clinics already offered you will be involved in delivering enhanced primary care across all areas with a particular focus on growing and developing integrated primary care services within vhi.

the ranp will practice at a high level of capability as independent, autonomous and expert advanced practitioners and in conjunction with other health care professionals to assess, diagnose and treat the conditions of patients attending within primary care, initiating direct referrals as appropriate.

the ranp in enhanced primary care will demonstrate advanced clinical and theoretical knowledge, critical thinking, clinical leadership and complex decisionmaking abilities.


the ranp in enhanced primary care service provides clinical leadership and professional scholarship in the delivery of optimal nursing services and informs the development of evidencebased health policy at local, regional and national levels.

the ranp in enhanced primary care will contribute to research that shapes and advances clinical practice, education and health care at local, national and international levels.


the six domains of competence are as follows:
professional values and conduct
clinicaldecision making
knowledge and cognitive competences
communication and interpersonal competences
management and team competences
leadership and professional scholarship competences

each of the six domains specifies the standard which the ranp has a duty and responsibility to demonstrate and practise.

eligibility criteria
eligible applicants must:
be a registered general nurse on the nmbis active register.
annual registration practitioners must maintain active annual registration on the advanced nurse practitioner division of the register of nurses and midwives maintained by the nursing and midwifery board of ireland for the role.
must possess the requisite knowledge and ability including a high standard of suitability and clinical, professional and administrative capacity to properly discharge the functions of the role.
demonstrates competencies relevant to context of practice.
demonstrate involvement in audit and research.
demonstrate competence in managing a caseload of patients with nonlifethreatening injury or illness.
demonstrate alignment with vhi values.

vhi is an equal opportunities employer. closing date for this role is

please note: in the case of a high number of applicants for this role, shortlisting will take please prior to interview selection based on the cv provided in this application.",registered_nurse
community staff nurse,job_9931ab3cb5f32d58,https://ie.indeed.com/rc/clk?jk=9931ab3cb5f32d58&bb=bhi4xS17QGMHp5_3o8LwkOSho1lkt2Al6gVFoCtd_5aU9TV7QYJxDEIellm-yArB40JPBZg801Zp8TBxvSdSmxWo7y790rpeXVBkmdYc5nY%3D&xkcb=SoCZ67M3G506v4R9CZ0GbzkdCdPP&fccid=9a7686246ce73e52&cmp=TTM-Healthcare&ti=Community+Nurse&vjs=3,"December 13, 2023","south dublin city down as far as gorey
north dublin city up as far as drogheda.
this role is full timeperm. 39 hours per week. hours worked over 3 long days  long days 8am9pm over 7 days . first visits commence at 8am in morning at the patients home, handover the night before duty.
the successful candidate must have:
musts
candidates need to have a full drivers licence to be eligible as they need to drive to their patients houses themselves.
ability to work on your own
must have phlebotomy and cannulation skills and have minimum of 5 years experience as an rgn.
medical and surgical background
already living in ireland
preference
negative wound pressure dressing
pic lines
nurse with a general adult, ed, icu  acute hospital experience or a gp nurse
supplemental pay types:
performance bonus
work location: on the road",registered_nurse
staff nurse - inpatient ward,job_5dd46b6bd02ceefb,https://ie.indeed.com/rc/clk?jk=5dd46b6bd02ceefb&bb=bhi4xS17QGMHp5_3o8LwkHA1nEvMpcnIqqsEswo03SQynR9oQKcX-EzPd8z0lhtUJjP3W0teKzwjdwcyb3Neh1kkjtT7xqpso9-4JMOQbRo%3D&xkcb=SoAE67M3G506v4R9CZ0FbzkdCdPP&fccid=041acf178f0a865e&vjs=3,"December 12, 2023","staff nurse  inpatient ward
last updated:11dec23

job description:
staff nurse  inpatient ward
north dublin


key responsibilities:
deliver highquality nursing care within the inpatient ward setting.
collaborate effectively with multidisciplinary teams to ensure comprehensive patient care.
maintain accurate and uptodate patient records.
demonstrate excellent communication skills to interact with patients, families, and colleagues.
utilize computer systems efficiently for documentation and data management.
prioritize tasks, work independently, and demonstrate attention to detail.
identify potential challenges and propose effective solutions.
uphold a professional and compassionate approach, reflecting good character.

requirements:
valid nmbi registration.
previous experience in a ward or hospital setting.
while previous orthopaedic experience is desirable, it is not essential.
proficiency in computer literacy.
excellent interpersonal skills with strong written and verbal communication abilities.
selfmotivated and capable of managing multiple tasks simultaneously.
strong problemsolving skills and attention to detail.

highly competitive salary.
contribution pension scheme.
discounted healthcare for staff and immediate family.
onsite car parking.
educational support for career development.
career progression opportunities.

",registered_nurse
