title,id,link,date,job_description
clinical nurse manager 2 - medical day services (infusions).,job_e3bc89735a3f26fe,https://ie.indeed.com/rc/clk?jk=e3bc89735a3f26fe&bb=km8CESZ246dOF1CfdYJWQ4OHu9pVevbPWdZw4y_d1UBW7PzzrqYB8c94DnqL2C8jm09Jz9JdJmLmHIBMFqZs0NkP5pYEWApzm-uzem23980%3D&xkcb=SoBY67M3FTSW4E07K50FbzkdCdPP&fccid=9a7686246ce73e52&vjs=3,Posted 2 days ago,"On behalf of an 150 bedded acute hospital based in Dublin, TTM Healthcare are currently recruiting a Clinical Nurse Manager 2 Medical Day Services (Infusions).
This is a permanent full-time role working 37.5 hours per week.

Requirements:
Registered General Nurse with the Nursing and Midwifery Board of Ireland (NMBI), or eligible to register with NMBI.
Possess a Post Graduate Qualification desirable
Must have a minimum of 5 years post registration experience, including a minimum of 2 years experience in the specialist area or similar environment.
Desirable Experience:
Teaching and Assessing Course
Display evidence of continuing professional development
Expressed interest in teaching and mentorship

Benefits:
Competitive Salary
Payment of location or Specialist Allowance as appropriate
Contributory Pension Scheme (5% employee and employer contribution)
Flexible working hours
Training and education opportunities
Discounted group health insurance
Free health screening and vaccinations
Subsidised employee restaurant
Discounted hospital rates for employees and family
Employee recruitment referral scheme
Employee well being activity programmes
Length of service recognition rewards, values ambassador programme, staff Christmas and summer parties
Opportunity to work alongside experienced and professional team providing the highest level of services to our patients in a modern day facility
A full job description is available on request.

For more information call Louise on 015136740 or click APPLY with your most recent CV today!

TTM Healthcare Solutions is an Equal Opportunities Employer"
staff nurse - day ward - north dublin,job_9cdee69302551447,https://ie.indeed.com/rc/clk?jk=9cdee69302551447&bb=km8CESZ246dOF1CfdYJWQ3S8jn_xcrKvALp3PbZAKXk-oryH3xciXhFV1RBBQZaluL_vdM0bhF64Cyrw3ED-k_1Lq2lPe1AxCfTIJWW0lSA%3D&xkcb=SoDs67M3FTSW4E07K50EbzkdCdPP&fccid=8369932b77da0cd3&cmp=Clarity-Recruitment&ti=Registered+Nurse&vjs=3,"Employer
Active 3 days ago","Clarity are currently recruiting for experienced Staff Nurse - Day Ward for a hospital based in North Dublin
The ideal nurse will have:
Be Registered General Nurse with The Nursing and Midwifery Board of Ireland (NMBI).
Experience in orthopaedic or surgical is essential
At least 1 year’s post registration experience – essential.
Evidence of ongoing CPD.
Job Types: Full-time, Part-time, Permanent
Salary: €33,943.00-€55,851.00 per year
Expected hours: 20 – 37.5 per week
Schedule:
12 hour shift
Day shift
Monday to Friday
Weekend availability
Work Location: In person"
advisory nurse - ed - dublin,job_4b53e9bd4e29f47e,https://ie.indeed.com/rc/clk?jk=4b53e9bd4e29f47e&bb=km8CESZ246dOF1CfdYJWQ-5e_DMfUBAkyz9UrU3DTrwK492GjWZIKgcS569BSzDdGa4vrDcLi349CYr0Z4zHW3jbgwvPrxfIdLX-8RKZxzs%3D&xkcb=SoB_67M3FTSW4E07K50abzkdCdPP&fccid=8369932b77da0cd3&vjs=3,Posted 2 days ago,"Clarity has a very exciting opportunity for an agency nurse with ED experience to work as part of a new pilot scheme project in a Level 4 hospital. This is a four month locum role that will have one month’s training and three months actively working on the scheme.
Details:
Location will be based in a Level 4 hospital in either Dublin or Cork
Shifts available Mon-Sunday both days and nights
Long term agency role four months
Paid training for one month, three months actively working on scheme
Scheme will involve nurses both acting in an advisory role in ED to the suitability of patients for a virtual ward and also monitoring patients from the virtual ward care hub.
Excellent rates and great opportunity to be part of an exciting initiative
Role will be more educational and advisory based as opposed to clinical ED work
Requirements:
Bachelor's Degree in General Nursing (Required)
Valid RGN Nursing and Midwifery Board of Ireland registration (Required)
Eligible to work in Ireland
ED experience of preferably 3-5 years
Level 4 hospital ED experience mandatory
Basic to moderate IT proficiency
Flexibility for both days/nights and weekend work
Benefits of working with Clarity Locums:
Excellent pay rates
Weekly pay
Holiday pay, Bank Holiday, Sunday Premium pay
NMBI registration reimbursement
Working around your schedule
Quick registration process
Positive work environment
Online booking platform open 24/7
Work-related mileage for specific roles
If you or someone you know is interested in agency work please email laura.mulchrone@claritylocums.com"
advisory nurse,job_5a3e390dcc643825,https://ie.indeed.com/rc/clk?jk=5a3e390dcc643825&bb=km8CESZ246dOF1CfdYJWQ8HLAkn9F9rMkFL0LC_D46sMkN6YmeFda2kIO3VKTYMX9yzSpQ3rNU2fx7YSjgYdU8AmGgbJzdulRvGjihvKMxA%3D&xkcb=SoBW67M3FTSW4E07K50YbzkdCdPP&fccid=8369932b77da0cd3&vjs=3,Posted 2 days ago,"Clarity has a very exciting opportunity for an agency nurse with ED experience to work as part of a new pilot scheme project in a Level 4 hospital. This is a four month locum role that will have one month’s training and three months actively working on the scheme.
Details:
Location will be based in a Level 4 hospital in either Dublin or Cork
Shifts available Mon-Sunday both days and nights
Long term agency role four months
Paid training for one month, three months actively working on scheme
Scheme will involve nurses both acting in an advisory role in ED to the suitability of patients for a virtual ward and also monitoring patients from the virtual ward care hub.
Excellent rates and great opportunity to be part of an exciting initiative
Role will be more educational and advisory based as opposed to clinical ED work
Requirements:
Bachelor's Degree in General Nursing (Required)
Valid RGN Nursing and Midwifery Board of Ireland registration (Required)
Eligible to work in Ireland
ED experience of preferably 3-5 years
Level 4 hospital ED experience mandatory
Basic to moderate IT proficiency
Flexibility for both days/nights and weekend work
Benefits of working with Clarity Locums:
Excellent pay rates
Weekly pay
Holiday pay, Bank Holiday, Sunday Premium pay
NMBI registration reimbursement
Working around your schedule
Quick registration process
Positive work environment
Online booking platform open 24/7
Work-related mileage for specific roles
If you or someone you know is interested in agency work please email laura.mulchrone@claritylocums.com"
health screening nurse,job_0492b427487d231e,https://ie.indeed.com/rc/clk?jk=0492b427487d231e&bb=km8CESZ246dOF1CfdYJWQ-FOlxmzxkfciphe7UBdlnl0pti-eXCbAc8LUNKdl_g-Xjaf1YmJAWEiqnZtshC7_7qGQ8vjG7omCkUm1vebzxc%3D&xkcb=SoDY67M3FTSW4E07K50fbzkdCdPP&fccid=fe8a37e0b4ec0f63&cmp=HealthWatch&ti=Nurse&vjs=3,"Employer
Active 2 days ago","HealthWatch is Ireland’s largest independent provider of workplace Health and Lifestyle Screening Programmes. We provide comprehensive programmes to clients throughout Ireland and across a broad range of sectors.
An exciting opportunity now exists for a contract Health Screening Nurse. This role reporting to the Operations Manager, could suit somebody in a full or part time capacity.
The successful candidate will become a member of our nurse panel carrying out health screening for employees in a variety of diverse workplaces. This important role is a fantastic opportunity to make a difference to people’s health. We have a robust system of work, great working conditions, rates of pay and travel expenses.
Skills and abilities required for this post:
Strong self-motivation and flexible team-player
Phlebotomy skills and experience
Ability to remain calm under pressure and good time management skills to complete daily health screening schedules
Excellent computing, oral and written communication skills
Willing to partake in training and comply with Standard Operating Procedures
Own car with full, clean driving license
Discretion in handling confidential information
Job Types: Part-time, Full-time, Permanent
Schedule:
Day shift
Monday to Friday
Job Type: Contract
Salary: €20.00-€25.00 per hour
Schedule:
Monday to Friday
Work Location: In person"
clinical nurse interviewer/trainer,job_f44f663f1f7958fa,https://ie.indeed.com/rc/clk?jk=f44f663f1f7958fa&bb=km8CESZ246dOF1CfdYJWQ7OxFrgvMVRQNfyckKLYMlGgg4FeR8gxa7SlxB-U_KbO2SgeUqOJxmcHq9ipH05eziNLPuocIo_qfJXyq9K5GyE%3D&xkcb=SoBs67M3FTSW4E07K50ebzkdCdPP&fccid=6e475b535c842169&cmp=Shamrock-Group&ti=Nurse+Trainer&vjs=3,"Employer
Active 2 days ago","We are looking for a Clinical Nurse Interviewer/Trainer to join our Dublin team.
Key responsibilities:
To instruct all nursing and care staff training for Shamrock Recruitment Group
Facilitate Control and Restraint training within an Instructor’s Base of Employment.
To monitor courses to ensure maximum attendance and provide innovative ways of growing our training department through database use and social media.
Make decisions, using clinical knowledge and experience to interview potential agency nurses and regulate the classification and placement of nurses and healthcare assistants.
Have know ledge of the HIQA guidelines frameworks, the NMC/ NMBI Code of Conduct and the revalidation processes in order to; accurately complete agency nurse appraisals, supervisions and assistant candidates with the process of revalidation.
Requirements:
At least 2 years of post-registration experience
Ability to communicate across the multi-disciplinary spectrum
Nursing qualification and current registration with NMC/ NMBI
Good understanding of clinical procedures and practices common to the NHS/ HSE and private healthcare providers
Excellent communication skills – the ideal candidate is able to manage and communicate information clearly and concisely across the company and to external organisations
Good administrative and computer skills
Job Type: Full-time
Schedule:
Monday to Friday
Weekend availability
Licence/Certification:
Nursing qualification (required)
Training qualification (preferred)
NMC/NMBI (required)
Ability to Commute:
Dublin, CO. Dublin (required)
Work Location: In person"
dental nurse,job_d25e349647f4d374,https://ie.indeed.com/rc/clk?jk=d25e349647f4d374&bb=km8CESZ246dOF1CfdYJWQxIVcMOrT8YDqctFrURaGzvy3XzHOadikXiW_8PMgLGlZ_Wz0FVBHhcgl2fMokKeNiwhD87NRV9gX_0tEwMu9N8%3D&xkcb=SoDx67M3FTSW4E07K50dbzkdCdPP&fccid=915a30ae43244d18&vjs=3,Posted 3 days ago,"Truly - A modern dental company, have an exciting opportunity for qualified Dental Nurses in our brand new practice in Donnybrook, Dublin 4!

About Us:
Teamwork and flow is at the heart of everything we do: from our highly qualified specialists delivering world-class dental treatments, to our amazing hospitality team who take every patient through a genuine, warm human experience from first phone call to last-minute mints. If you're as driven as we are to keep finding new and better ways to turn our patients' ideas and anxieties about going to the dentist on its head - to anticipate, to comfort, to delight, and most importantly, to Truly care... then it's time for us to talk!

At Truly you will find the most skilled and best trained dentists in the country. We only recruit the very best dentists - because only the best have the ambition and skill to revolutionise dental care - and that's what our team is all about. Finding new ways to be better tomorrow than we are today takes everyone, and we know that the next great idea can come from any one of our amazing teammates. We understand that durable careers start with a work-life balance that works for you. Flexibility is built into how we do things, offering increased availability to patients means that we have a working pattern to suit everybody.

The Role:
We are looking for a knowledgeable and enthusiastic dental nurse to become a valued member of our wonderful team. Familiarity with Exact software is preferable, however, training will be provided to the right candidate. Duties will include chairside assisting, cross infection control and working efficiently across several surgeries.

We are offering permanent positions of 36+ hours per week, however, the suitable candidate will be open to working additional hours as our clinic is open seven days a week.
In return, we offer the opportunity to be part of a friendly and co-operative team who will fully encourage and support your career progression.

Our offer to you:
Attractive terms and salary available for suitable candidate.
Uniform provided
Phlebotomy training (Drawing Blood)
Every Single Minute Of Overtime Paid For (tracked Deputy)
Room for development
Clinical support & guidance
Modern surgeries and Internal opportunities available
Modern computerized dental software system"
registered nurse (full time),sj_ba442bf79ce7cfb2,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ASGk6xyb_O_OsmaJC_fcfSbCDqq7-Fn474_IypuxXtI2FxjRApkjVRVWHIyevRaJO8z8z2sA_ncSxKjwMo9ahKU55XRdL10axir4Hg1CwVlbdaGAxKfPld6jyosVMZvj4xQIfCjAC54fgmjHJMj4NxCj7T4oi61g8MRazM8Q7DW7xM_uJ8DMmiNxRnicEhXKYZp-wQdx6ZicfiXFB4zdN51ndHUaA6VbRDrsEgMQvofPHiPfCFTfEhFowY6mEAbsooAKVJvCYQh4WRSFWjiI7ojsqvAoscW8VnYtrfSWLX-KNNR2nLVM7c0NWxFI72K5XPFVhAwctgH3TTyq00gs-jqAerpDWLJTypsTypdpp2DTpPp_5fm5n0lTe6-wDl1RxB30bVmorYBzCu7fMbvyb5YsBLYRGVXFSLDtLCvhrP7GY_K8OV-_hecoonmm9FfhZ_o8CMunsfbIUSBPko0iZXJf0v_kLmydkOcFMFlOnOoH-oWwXMv4nPpkZuU3F0CwFYY38MtWZqDFrcta8JveWUIGUhaobLf8_VcuyIeg7y5IZWW7pgKUmhkK6oSX0BNwuTymQQZ4W5AsB_qSHYbGdMNQ2tM7nEpE_lmO_AAsbh5deYK5ey3yNAY0J7Rblrvk5dLwNeZBxJYVn42maTJH5Q7-osK65UvNk=&xkcb=SoCx6_M3FTSW4E07K50cbzkdCdPP&p=9&fvj=1&vjs=3,"Employer
Active 2 days ago","Work for a facility that wants to hear your ideas, thoughts, and feel your passion.
Encourage and empower those you care for to choose their own path.
Be a part of community that cares.
2024 is YOUR year! Are you looking to relocate to Australia to pursue your career as a Registered Nurse? We are seeking Registered Nurses (APRAH Registered) for multiple full-time opportunities, relocation and sponsorship is available for preferred candidates.
Don't miss this opportunity for a fresh start in 2024!
The Company
With various roles across NSW in rural locations such as, Howlong, Molong, Henty, Orange, Jindra, Casino, Wagga Waga, Lavington, Ulmarra and Holbrok. This facility is one where you want to start or wind up your career. Various full time opportunities available.
The team believe in and live the values of UPA compassion, respect, integrity, kindness, and inclusiveness.
The Role
Providing quality service and care, the Registered Nurse sought for this facility will be passionate, leading the way, ensuring every resident lives in peace, respect, and security.
Reporting directly to the Facility Manager you will deliver a client-focused nursing care service that effectively meets individual client needs, while promoting functional independence, wellness, and lifestyle.
With positivity and passion, the Registered Nurse will present clinical support, leadership, and supervision to ensure the clinical care and service meets all legislative requirements, the Aged Care Standards, and best practice in a caring and compassionate setting.
Daily duties will include:
Carry out complex clinical assessments.
Ensure clinical care needs of clients are identified and their requirements met.
Provide Coordinators with clinical reports and recommendations.
Deliver support and advice to Coordinators to evaluate and ensure optimal client care outcomes.
Participate in the development of the client care plan.
Using active listening skills, responding to client concerns
Document and report anomalies to the client’s Coordinator.
Maintain and edit client records.
The Essentials
Bachelor of Nursing or equivalent qualification.
12 months experience post registration qualification.
Certificate IV in Workplace Training and Assessment
Current Driving License, full Comprehensive Car Insurance and Vehicle Registration.
Criminal History Screening.
Current CPR Certificate.
Active listening skills with a personal persona.
Ability to problem solve with strong negotiation and decision-making skills.
Customer first values.
The Benefits
Competitive hourly rates.
APRAH registration fee paid annually.
Salary packaging $15990 + $2650 tax free.
Retention bonus $500 after 12 months.
Annual wellness bonus $200.
Relocation support available for preferred candidates.
Clinical Support.
Opportunities for career progression.
The application
Please send an updated resume to jaleesa.leota@zondagroup.com.au or simply click the link to apply.
Job Types: Full-time, Permanent
Salary: €50,083.00-€83,462.00 per year
Benefits:
Employee discount
Housing allowance
Application Question(s):
Are you willing to relocate to Australia for work?
Licence/Certification:
AHPRA registration (Required)
CPR Certification (Preferred)
Driver Licence (Required)
Work Location: In person"
nurses – med/surg,job_98f3d334f7b4de4d,https://ie.indeed.com/rc/clk?jk=98f3d334f7b4de4d&bb=km8CESZ246dOF1CfdYJWQ1hbHpAAXavqstNDA3FMomNdh1JNk4FDbP5uuaX2F2VQGy6oDH-yci68DLpuDq6sPD7FlW5txwAf8S7IYmUiFwM%3D&xkcb=SoCs67M3FTSW4E07K50TbzkdCdPP&fccid=d2675e0f02fa7353&vjs=3,Posted 3 days ago,"Description:
Cpl Healthcare are currently seeking Med/Surg Staff Nurses for our client based in Dublin. Adaptation programme is on offer to candidates without NMBI pin
Our client is a 200 bed Private Hospital based in Dublin, offering services across Cancer Care, Emergency Care, Cardiology, Orthopaedics and Cardiothoracics, amongst others
Applicant Requirements
Be registered or eligible to register with the NMBI. For applicants without NMBI registration OET/IELTS must be completed
Minimum 2 years post qualification Med/Surg Nursing experience in a 200+ bed Hospital in the Middle east
Excellent communication skills
Excellent clinical skills
In return , you can expect to receive
Attractive relocation package
Competitive salary
Flexible working
Pension Scheme
Bike to Work Scheme
Taxsaver Scheme.
Car parking – number of allocated car park spaces across different car parks in close proximity to the hospital
Employee Care Services
Discounted Medical services(subject to insurance cover)
Onsite Restaurant
Access to in-house management development programme.
Access to in-service courses to enhance existing skills such as Cardiac Arrhythmia, Pain Study and Early Warning Scores.
For more info and to apply, please click the apply button

EMAIL: louise.omeara@cplhealthcare.com
Ref.no.:
JO-2304-513745
Locations:
Dublin
Salary:
€30000 - €47000
Employment type:
Full Time;
Tags:
General Nurse,Medical,Nursing Jobs In Ireland,Registered General Nurse,Registered Nurse,Rgn,Staff Nurse,Surgical

EMAIL: louise.omeara@cplhealthcare.com
Ref.no.:
JO-2304-513745
Locations:
Dublin
Salary:
€30000 - €47000
Employment type:
Full Time;
Tags:
General Nurse,Medical,Nursing Jobs In Ireland,Registered General Nurse,Registered Nurse,Rgn,Staff Nurse,Surgical"
dental receptionist/nurse,job_8b86174e5d032310,https://ie.indeed.com/rc/clk?jk=8b86174e5d032310&bb=km8CESZ246dOF1CfdYJWQ1tRiW2vRjVEIiKT1tvXkkCvhv-vbWrRA1TwIhV4Pr8su5p5lt3oeDj7BuDW1ocQH5KSvYGMzMhgmmkzm9ffoUY%3D&xkcb=SoCF67M3FTSW4E07K50RbzkdCdPP&fccid=00479cddec54f7cc&cmp=Unique-Dental&ti=Dental+Receptionist&vjs=3,"Employer
Active 2 days ago","Unique Dental is growing and we are looking for a friendly and outgoing person to join our amazing team!
We are looking for someone with experience with customer service and dental nursing.
- Full training will be provided.
- Fluent English and previous experience on dental field required.
- Uniform provided.
- State of art surgeries and growing opportunity available.
- Familiarity with VHI and DeCare direct pay and PRSI online applications is a plus.
- Your working hours will be Tuesday to Saturday with Sundays and Mondays off.
We have recently won the High Technology Practice of the year on the Irish Dentistry Awards, so computer literacy is a must - Interest in treatment coordination and knowledge of EXACT Software of Excellence beneficial but not essential.
Please apply with C.V and small cover letter.
Job Types: Full-time, Permanent
Schedule:
8 hour shift
Application question(s):
Are you authorized to work in Ireland full time?
Language:
English (required)
Work Location: In person"
clinical nurse manager,job_bc7781676513dabd,https://ie.indeed.com/rc/clk?jk=bc7781676513dabd&bb=km8CESZ246dOF1CfdYJWQzFMHI2KNkkrfV5zX4HlJa8r8cx-elIhJ-hc9qaJ0PjWeGL8eJSRS7DOgqjJ7wodpRg5hpUaEaGip0BNhNmpIKc%3D&xkcb=SoC_67M3FTSW4E07K50XbzkdCdPP&fccid=a8b2c2f3598795d2&cmp=Brookhaven-Healthcare-Group&ti=Clinical+Nurse+Manager&vjs=3,"Employer
Active 3 days ago","Transform Your Nursing Career and Life: Become Our Clinical Nurse Manager!
Attractive Salary: Earn up to £21.50/hr
Phenomenal Work-Life Balance
Ownership: Secure 30,000 Shares in Brookhaven Healthcare Group
Do you want more than just a job? Are you seeking a role that not only elevates your career but also enriches your life? Look no further. Talbot Lodge Nursing Home in Malahide, Co. Dublin—a subsidiary of the prestigious Brookhaven Healthcare Group—is inviting you to join our impassioned and forward-thinking team as a Clinical Nurse Manager.
Unbeatable Financial Rewards:
You deserve to be well-compensated for your expertise and commitment. We're offering a competitive salary package.
True Work-Life Balance:
We don't just talk the talk; we walk the walk. Our Clinical Nurse Manager position features a well-thought-out 40-hour weekly schedule that balances your work and personal life. Fulltime, on the floor, with one administration day.
Become a Co-Owner through Our Share Scheme:
Beyond just a paycheque, we provide you with a meaningful stake in our company's future. Our unique Employee Share Scheme gifts you 30,000 shares in the entire Brookhaven Healthcare Group, not just Talbot Lodge Nursing Home. This isn't a pension requiring you to sacrifice your present earnings; it's immediate added value to your hard work, loyalty, and brilliance.
What Will You Bring to Our Team?
Clinical Excellence: Your robust clinical skills will be the backbone of our care standards.
Visionary Leadership: Guide, inspire, and uplift our dedicated healthcare professionals.
Unwavering Quality: Your commitment to ongoing improvement will drive our care to new heights.
Collaborative Spirit: Your superior communication skills will make teamwork seamless.
Holistic Well-Being: Cultivate an atmosphere of comfort, security, and happiness for both our residents and team members.
Are you ready to revolutionise your career and personal life? Come make your mark as a Clinical Nurse Manager at Talbot Lodge Nursing Home. Enjoy exceptional financial rewards, experience an unbeatable work-life balance, and secure a lasting legacy with your stake in Brookhaven Healthcare Group.
Seize this life-changing opportunity now. To apply, send your CV promptly. Your future as a core member and co-owner of our esteemed healthcare group is just an application away. We can't wait to explore the extraordinary ways you'll contribute to our team.
Job Types: Full-time, Permanent
Salary: From €21.50 per hour
Schedule:
Day shift
Ability to Commute:
Malahide, CO. Dublin (required)
Work Location: In person"
nurses – cardiology,job_f86bc5c9c0aa2c5b,https://ie.indeed.com/rc/clk?jk=f86bc5c9c0aa2c5b&bb=km8CESZ246dOF1CfdYJWQxguBL8JIcYfJcOVhtIQN9z5reVvkPV1vwHJU6FgwSyEu3gZrc0vXcfAciuOC59YQby6g3ikWs3qxbBFOlzaKo0%3D&xkcb=SoCj67M3FTSW4E07K50tbzkdCdPP&fccid=d2675e0f02fa7353&vjs=3,Posted 3 days ago,"Description:
Cpl Healthcare are currently seeking Cardiology Staff Nurses for our client based in Dublin. Adaptation programme is on offer to candidates without NMBI pin
Our client is a 200 bed Private Hospital based in Dublin, offering services across Cancer Care, Emergency Care, Cardiology, Orthopaedics and Cardiothoracics, amongst others
Applicant Requirements
Be registered or eligible to register with the NMBI. For applicants without NMBI registration OET/IELTS must be completed
Minimum 4 years post qualification Cardiology Nursing experience in a 200+ bed Hospital in the Middle East
Excellent communication skills
Excellent clinical skills
In return , you can expect to receive
Attractive relocation package
Competitive salary
Flexible working
Pension Scheme
Bike to Work Scheme
Taxsaver Scheme.
Car parking – number of allocated car park spaces across different car parks in close proximity to the hospital
Employee Care Services
Discounted Medical services(subject to insurance cover)
Onsite Restaurant
Access to in-house management development programme.
Access to in-service courses to enhance existing skills such as Cardiac Arrhythmia, Pain Study and Early Warning Scores.
For more info and to apply, please click the apply button

EMAIL: louise.omeara@cplhealthcare.com
Ref.no.:
JO-2303-511646
Locations:
Dublin
Salary:
€30000 - €47000
Employment type:
Full Time;
Tags:
Adaptation,Cardiac,Cardiology,Heart,Nurse,Nurses For Ireland,Staff Nurse

EMAIL: louise.omeara@cplhealthcare.com
Ref.no.:
JO-2303-511646
Locations:
Dublin
Salary:
€30000 - €47000
Employment type:
Full Time;
Tags:
Adaptation,Cardiac,Cardiology,Heart,Nurse,Nurses For Ireland,Staff Nurse"
emergency department advisory nurse,job_68a80e18b174d8ba,https://ie.indeed.com/rc/clk?jk=68a80e18b174d8ba&bb=km8CESZ246dOF1CfdYJWQyrHkhUVmW2-GZiv3W84CGEesOm8dBFw_CZ-E2aI4tpcxFQWIqzNHMkYd8jZiNxrnXT7zNNpdApAvtqPiKXNQ90%3D&xkcb=SoAX67M3FTSW4E07K50sbzkdCdPP&fccid=6c540067184cd3a3&cmp=Clarity-Locums&ti=Registered+Nurse+-+Emergency+Room&vjs=3,"Employer
Active 2 days ago","Clarity has a very exciting opportunity for an agency nurse with ED experience to work as part of a new pilot scheme project in a Level 4 hospital. This is a four month locum role that will have one month’s training and three months actively working on the scheme.
Details:
Location will be based in a Level 4 hospital
Shifts available Mon-Sunday both days and nights
Long term agency role four months
Paid training for one month, three months actively working on scheme
Scheme will involve nurses both acting in an advisory role in ED to the suitability of patients for a virtual ward and also monitoring patients from the virtual ward care hub.
Excellent rates and great opportunity to be part of an exciting initiative
Role will be more educational and advisory based as opposed to clinical ED work
Requirements:
Bachelor's Degree in General Nursing (Required)
Valid RGN Nursing and Midwifery Board of Ireland registration (Required)
Eligible to work in Ireland
ED experience of preferably 3-5 years
Level 4 hospital ED experience mandatory
Basic to moderate IT proficiency
Flexibility for both days/nights and weekend work
Benefits of working with Clarity Locums:
Excellent pay rates
Weekly pay
Holiday pay, Bank Holiday, Sunday Premium pay
NMBI registration reimbursement
Working around your schedule
Various locations of work
Quick registration process
Positive work environment
Online booking platform open 24/7
Work-related mileage for specific roles
If you or someone you know is interested in agency work please email maire@claritylocums.com
Job Types: Full-time, Fixed term
Salary: €30.00-€70.00 per hour
Benefits:
Flexitime
Schedule:
Day shift
Night shift
Weekend availability
Ability to Commute:
Dublin, CO. Dublin (required)
Ability to Relocate:
Dublin, CO. Dublin: Relocate before starting work (required)
Work Location: In person"
paediatric staff nurse - acute hospital,job_f4ea5962901f6618,https://ie.indeed.com/rc/clk?jk=f4ea5962901f6618&bb=iLi6EJLTO4eGMLnaBb-8IJGPuStLAr8l8yF0fOuM-LZEDE_B92fwd5mMz33j43IJAacgs9lJBE8o92hywlo3UYyjjJEBH7Q_sl7MOTc9kvM%3D&xkcb=SoA367M3FTSV5vU7Kx0LbzkdCdPP&fccid=9a7686246ce73e52&vjs=3,Posted 3 days ago,"TTM Healthcare are currently recruiting a Paediatrich Staff Nurse on behalf of a Dublin based Acute Hospital.

This is a full time permanent role working 37.5 hours per week.

Requirements:
NMBI Children's registration
NMBI General registration desirable
Current PALS or willing to undertake within 12 months.
Paediatric nursing experience preferred.
Must demonstrate multi-tasking ability.
Must have achieved English fluency in all manners of communication.
Use effective time management skills.
Good computer skills

Benefits include:
Introductory Payment / Relocation Allowance - €3500 to €5000
Support with work permits and relocation
Fully funded Post Graduate Courses
Competitive salary
Fully funded private Health Insurance
Wedding Leave
Maternity Leave after 6 month probation
Life Assurance and long-term illness income protection for all employees.
Subsidised Parking.
Cycle to work Scheme.
Tax saver bus and rail scheme
Excellent Pension Scheme (5% employee contribution)
Great Transport links with Luas, Buses, M50 and N11.
Staff discounts in restaurants, pharmacies and local businesses
Heavily discounted hospital services to staff and their immediate family members
Ongoing opportunities for career progression
Staff discounts in restaurants
Flexible working arrangements

For more information call Louise on 015136740 or click APPLY with your most recent CV today.

TTM Healthcare Solutions is an Equal Opportunities Employer"
nurses – cardiology,job_f86bc5c9c0aa2c5b,https://ie.indeed.com/rc/clk?jk=f86bc5c9c0aa2c5b&bb=iLi6EJLTO4eGMLnaBb-8IIWDlopPbKXRAa12A-WwRjvuUg2ii14wVZ95rf5zYuRXHuzxa6nP7K7nQ12X4F3IGbm0hZFggrI_AljefYIgSJE%3D&xkcb=SoCD67M3FTSV5vU7Kx0KbzkdCdPP&fccid=d2675e0f02fa7353&vjs=3,Posted 3 days ago,"Description:
Cpl Healthcare are currently seeking Cardiology Staff Nurses for our client based in Dublin. Adaptation programme is on offer to candidates without NMBI pin
Our client is a 200 bed Private Hospital based in Dublin, offering services across Cancer Care, Emergency Care, Cardiology, Orthopaedics and Cardiothoracics, amongst others
Applicant Requirements
Be registered or eligible to register with the NMBI. For applicants without NMBI registration OET/IELTS must be completed
Minimum 4 years post qualification Cardiology Nursing experience in a 200+ bed Hospital in the Middle East
Excellent communication skills
Excellent clinical skills
In return , you can expect to receive
Attractive relocation package
Competitive salary
Flexible working
Pension Scheme
Bike to Work Scheme
Taxsaver Scheme.
Car parking – number of allocated car park spaces across different car parks in close proximity to the hospital
Employee Care Services
Discounted Medical services(subject to insurance cover)
Onsite Restaurant
Access to in-house management development programme.
Access to in-service courses to enhance existing skills such as Cardiac Arrhythmia, Pain Study and Early Warning Scores.
For more info and to apply, please click the apply button

EMAIL: louise.omeara@cplhealthcare.com
Ref.no.:
JO-2303-511646
Locations:
Dublin
Salary:
€30000 - €47000
Employment type:
Full Time;
Tags:
Adaptation,Cardiac,Cardiology,Heart,Nurse,Nurses For Ireland,Staff Nurse

EMAIL: louise.omeara@cplhealthcare.com
Ref.no.:
JO-2303-511646
Locations:
Dublin
Salary:
€30000 - €47000
Employment type:
Full Time;
Tags:
Adaptation,Cardiac,Cardiology,Heart,Nurse,Nurses For Ireland,Staff Nurse"
