title,id,link,date,job_description
electrician/plumber,job_bd4fd237867c3134,https://ie.indeed.com/rc/clk?jk=bd4fd237867c3134&bb=5VUL6X0-TX3WnFdWJWVoAWysi75aGf0uPgTgTVSAFPDYgKxe9TUXHHJ5fUE2zE2oEVuLgnDI8bZElfrABM_SM4g87FNOZGU3dYGWDoY3ZuE%3D&xkcb=SoAG67M3FTSwrK07Mx0BbzkdCdPP&fccid=bb7b4bb506b49286&cmp=NGS-Mechanical-Services-Ltd&ti=Plumber&vjs=3,Posted 1 day ago,"Looking for full qualified electrician and plumbers to start asap don’t hesitate to text me on WhatsApp or email please send us your qualifications and cv and proof of ID such as valid passport & drivers Lisence thanks Neil
Job Type: Full-time
Salary: €28.00-€30.00 per hour
Expected hours: 8 per week
Benefits:
Language training provided
On-site parking
Sick pay
Flexible Language Requirement:
English not required
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay
Overtime pay
Performance bonus
Work Location: On the road"
maintenance electrician,sj_a5ca227401e3f1bc,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AEm6iKmxc4vJCO6tDZ2WpbxZ6gviJ59x9FR-_jY8Orn9hS9w2NrQT4dPLDLhZNVhBFj3CiEMr3HT136k02_OdhoFw0lPPlRfgZfy2yzq3bKw8hW7ZQVibMb2WJa-I2JSqDb9Asxes-g8ud9qz6E7_9Azucc1_Dfq46A4t12m2f1FRvDYQuFBwH2dG0-6ySlLLm0SSJpaRFbwdQYvLAjAFtq2vrzxSIg4J9Gua0e_xxAFw084toU18Jlsgewl3ynl0vLNyqwpe0ih__BAPkdN7BXo12mMGmR4vJE5XGDwofSFia3UG0OJfu17NXVT_rRQ0GGesSuAlQl3PuhLdtbqE_aQeCdvd2mcFCbhoo9jO2dXy-u4Yu_nu2iBxeZpgDJD5l3rjkd4bGRTm2y6wG-r1x-NkZ_Ui7n4WjujVW5mZ6FsA7SMTfrlQMoJrR_g6JiBX4CsCs8K4eGS2klnlIHVaZv3gCy_4NxSD28m8tF0HyK2h8tcSDpe-BCXfQh7AiL1TRB9givav9gdKvcYGpmWCGPt3bSFc7oB07f5VWTqh3fGAaI_JPK9XBTW6qemvFZb14_69c_pKrcejJM4JlMZ-vg7kceM_pbpDN4kKbg5zHSs25gXsJ477H3dl7uW16unitToHgFjxkrQ==&xkcb=SoBG6_M3FTSwrK07Mx0AbzkdCdPP&p=11&fvj=1&vjs=3,"Employer
Active 2 days ago","Job description
Reactive Property Maintenance is Dublin's leading maintenance company, we are continuing to expand and require a skilled Electrician to work in Leinster. We have a very wide range of clients from domestic to commercial clients which makes the job interesting and varied , you are guaranteed to never to do the same thing twice!! . The ideal candidate for this role should have general electrical maintenance experience, including fault finding, certifying, repairing, minor installs, problem solving and be able to explain problems and solutions to clients. You should also have some general handyman experience for minor repairs and other maintenance tasks.
Reactive will provide:
Company Van
Diesel Card
Insurance
Uniform
Phone
You must be a Qualified Electrician who can register with Safe Electric, with your own hand tools and valid safe pass/ manual handling . On going H&S training is provided by us. Interviews will take place in Ballymount , please send in your CV , you must hold a full B licence, safe pass
Job Types: Full-time, Permanent
Salary: €1,026.09 per week
Job Type: Full-time
Salary: €1,026.09 per week
Schedule:
Monday to Friday
No weekends
Application question(s):
Are you a qualified Electrician?
Do you have a QC Number?
Any other skills that would benefit your application
Licence/Certification:
Safepass Card (preferred)
Ability to Commute:
Dublin, CO. Dublin (required)
Ability to Relocate:
Dublin, CO. Dublin: Relocate before starting work (required)
Work Location: In person"
maintenance electrician,job_ef8f69dbbce6b508,https://ie.indeed.com/rc/clk?jk=ef8f69dbbce6b508&bb=5VUL6X0-TX3WnFdWJWVoAUs_qQ-FQYuntz9a8q_nt7xpHjaLAcD1zxEG9dkkUsPCbmkPcYbeHA_9n62dx7aCJBZtzxOuWoF5YSX3UtnHjJ4%3D&xkcb=SoA867M3FTSwrK07Mx0HbzkdCdPP&fccid=2579629f25cc4681&vjs=3,Posted 1 day ago,"In our 'always on' world, we believe it's essential to have a genuine connection with the work you do.

Help lead the way in manufacturing that's smarter, simpler, and better!

We are looking for extraordinarily hardworking and forward-thinking people to be part of a team dedicated to delivering industry-leading performance through outstanding talent, an innovative culture, and teamwork.

Now hiring a Maintenance Electrician with a focus on various tasks related to electrical systems and equipment, to improve available running time and performance.

You will join the Maintenance Team, which includes other fitters and electricians, based in our Bray, Dublin location where there is a chance to create a real impact being part of the installation team for “new to Bray” machinery and equipment in Ireland!

HOW YOU'LL HELP US CONNECT THE WORLD:

Responsibilities include assembling, installing, testing, maintaining, repairing, and replacing electrical components using hand and power tools.

You'll diagnose malfunctions, test electrical systems for accurate operation, and inspect equipment for hazards or defects. Advising management on equipment operation is part of the job.

Using a range of tools and equipment, you'll work at heights to install and repair electrical wiring and equipment. Your tasks involve planning and performing installations while adhering to codes, preparing sketches, and updating drawings for accurate records.

You'll also pull wires through conduits, construct parts, and work on tasks like dismantling and assembling equipment with precision.

Maintaining detailed records of breakdowns and repairs, collaborating with maintenance fitters, and contributing to equipment modifications are part of your responsibilities. Additionally, you may work with external contractors when needed.

REQUIRED QUALIFICATIONS FOR CONSIDERATION:

Fully qualified Electrician in Ireland
Electrical proficiency, being able to diagnose and tackle problems, to be able to read electrical drawings.
Knowledge of Mechanical containment installations, e.g., conduit, cable ladder, trunking etc.
Work from Heights, e.g., Ladders, MEWP

We offer private medical insurance, life assurance, contribution Pension Scheme, Cycle to Work Scheme, recognition programme, contribution towards Sports Club Membership, Subsided Canteen and Free Parking

What Happens After You Apply: Learn how to prepare yourself for the next steps in our hiring process by visiting https://jobs.commscope.com/content/How-We-Hire/?locale=en_US

WHY COMMSCOPE?

CommScope is on a quest to deliver connectivity that empowers how we live, work, and learn. Our employees push the boundaries of communications technology that enables groundbreaking discoveries like 5G, the Internet of Things, and gigabit speeds for everyone, everywhere. With our unmatched expertise in copper, fiber, and wireless infrastructure, our global clients rely on us to outperform today and be ready for the needs of tomorrow.
If you want to grow your career alongside forward-thinking, hardworking, and caring people who strive to create what's next…..come connect to your future at CommScope.
CommScope is an Equal Opportunity Employer (EEO), including people with disabilities and veterans. If you are seeking an accommodation for the application or interview process, please contact us to submit your request at talentacquisition@commscope.com."
electrician,job_ee9d3ab2770a3965,https://ie.indeed.com/rc/clk?jk=ee9d3ab2770a3965&bb=5VUL6X0-TX3WnFdWJWVoAck_7qGgNIIbuh--dSAKbIWIQc23TRpkhZgT7TPwj-wW2mDi_uTIcBlwFjfttrCcXEgbXIVSLur2h1nunn9jFLI%3D&xkcb=SoCI67M3FTSwrK07Mx0GbzkdCdPP&fccid=9fe63562b7c172e5&cmp=Aramark-IE-Head-Office&ti=Electrician&vjs=3,"Employer
Active 2 days ago","The Electrician executes projects and work orders by installing, maintaining, testing, troubleshooting, and repairing electrical equipment. Essential functions and responsibilities of the position may vary by Aramark location based on client requirements and business needs.
*This is a mobile role and comes with a company van.
Job responsibilities
Undertake maintenance repairs, installation or servicing work as detailed by Aramark / client specification. Follow the Company’s procedures when working on a client’s premises.
Observe and follow all working practices and to ensure compliance with the appropriate health &safety statutory requirements at all times.
Maintain all Company issued equipment in a clean, serviceable, presentable, and safe manner.
Ensure all Company paperwork is completed accurately and legibly at all times and presented in a timely manner.
Participate in the Company’s out of hours emergency call out rota as the need arises.
Maintain a professional manner at all times and develop good working relationships with clients and other staff members.
Locate & purchase small items of equipment as necessary to facilitate the speedy & effective service to our clients.
Communicate current status of works to our Helpdesk after completion of visit.
Ensure all professional qualifications required to undertake duties are up to date.
Support the helpdesk in their role by effective communication and promote efficiency.
Attend review meetings where necessary.
Ensure that work area is maintained in a clean and tidy state and dispose of all waste products in a suitable manner and in line with company procedures.
Qualifications
Full Electrical trade background, possession of mechanical knowledge and experience a distinct advantage.
HVAC knowledge and experience (highly useful).
Experience of Emergency lighting testing (essential).
Able to optimally communicate with client staff and other service providers on site as the need arises.
Ability to support and contribute to M&E and building fabric maintenance and project works.
Understand energy initiatives.
Good decision maker and ability to work on own initiative and as part of a team.
Good knowledge Microsoft Office Packages, in particular Excel.
Clean Driving License is required.
Job Types: Full-time, Permanent
Work authorisation:
Ireland (required)
Work Location: In person"
industrial electrician,job_07f5bb4a5db31b4e,https://ie.indeed.com/rc/clk?jk=07f5bb4a5db31b4e&bb=5VUL6X0-TX3WnFdWJWVoAYxwkSb1yVzlelT7C3_DMbA9-QLet0TnMN3VSa56uqdKoSjqOsgJf2MHOv1jtC38J9u4HkNTh8B5othw_AXrLZM%3D&xkcb=SoAV67M3FTSwrK07Mx0FbzkdCdPP&fccid=1552c8618942147d&cmp=DCEL&ti=Industrial+Electrician&vjs=3,"Employer
Active 3 days ago","Industrial Electricians / Dublin M50 North
Position available based on Industrial project just off the M50 North. Candidates should have a trade background in Electrical Services.
Experience in large scale industrial projects and Data Center projects.
Candidates will have an up to date safe pass, manual handling, work at heights.
Workers pay
Basic hourly rates of pay - 1 February 2022 to 31 January 2023
Rate of Pay
Category 1 Worker
€24.14 per hour
Qualified Electrician- First year out of time
Category 2 Worker
€24.63 per hour
Qualified Electrician- Third year out of time
Category 3 Worker
€25.02 per hour
Qualified Electrician- Sixth year out of time
Full weekly lodging allowance paid based on 5 days worked. Pension contribution to CWPS Pension weekly.
39 hour working week, overtime may be required at certain times of the year but not continuous. All current industry overtime rates paid weekly.
Long term work available for the suitable candidates.
Job Type: Full-time
Salary: €47,000.00-€57,000.00 per year
Benefits:
Company events
Company pension
Free or subsidised travel
On-site parking
Schedule:
8 hour shift
Overtime
Supplemental pay types:
Overtime pay
Work Location: In person
Reference ID: Industrial Electricians / Dublin M50 North"
electrician (service & maintenance),job_4485408df904d622,https://ie.indeed.com/rc/clk?jk=4485408df904d622&bb=-TQezXSz810yH3ainHWhDeJq4-sW1Riix3zDH0NAAp4iueUGE3ARwNXzNpXXAjGOxaDhM1NpcOe_P7SWqI5xmMXsCUU9U-Yer2TIUU43ow8%3D&xkcb=SoA867M3FTTPFF07K50LbzkdCdPP&fccid=c59d146598966938&cmp=Quinn-Downes-Group&ti=Maintenance+Electrician&vjs=3,"Employer
Active 2 days ago","Quinn Downes Service & Maintenance (QDSM) is one of the leading Irish owned companies specialising in the provision of complete Hard Services Maintenance & Facility Supports. We operate under the Quinn Downes Group which was established in 1999.
QDSM are recruiting for a Maintenance Engineer whose role will involve carrying out Planned Preventative Maintenance work on our diverse range of projects. This is an excellent opportunity to join our ever-expanding company and one that will afford you with career progression opportunities
The successful candidate must have experience working in the HVAC industry and possess the following:
Essential Qualifications
Apprenticeship Qualification
Full drivers’ licence
Preferable/Desirable
RGII Qualification
F-Gas Qualification
Experience in PPMs on all HVAC plant
Knowledge in fault finding
Any other qualifications relative to the role
Benefits
Competitive rate of pay
Career development training
Company vehicle & tools provided
Employee Assistance Program
Regular staff outings
Job Types: Full-time, Permanent
Schedule:
Monday to Friday
Work Location: In person"
electrician,sj_a300f276aa963925,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CLXj03zofMDr_yS2E-OqiO1GbIbL72jfmTM6G9k1fQqS3L_aGPymNMDJNEh4rIqIED05cnMbwMnP-mQV2nQFinNWP_eCpOfB-ko4FSUCGa7FB4U5AN6tYVZ7byRB08JvEDCdp0ocD39O67mYHL9Q56MRsraBLyOq98Hp9vYgdkMvA9CBK5L8tXPGpLddQQXCNYVvFnnvUOadkSF5iJ52F7voLAHm9RmUCGkdYYw1ePkVi6b5ez56h5ktqdAgFDy_J_EKKsmsoBe5eLa1paXQ_W5PPa3P0Y-pzrh-zVspIPtCEVLkLW7-ETqhaLQXwbWMW_9heQ3JDH52SRXL-W26NO5e9jDzZBg7N_pPRPhzcisFEhtmMiiJrzp5Q3FxdbpBUUHgnvfVZRNTWVK5v2Fd9Z4KXBXX83rRhYua-EsaYkTCfesnhttoaYDwKL8ovsdNahDbhRJDJbaNKY9HgbIgHZ6XJEw13oKkt3x8ckZp-O4eTpOAAdodgkr2E2-eegvascLSxPJbOUpvkH0xZ-nQjB4a4XmPq18Jmi4ma4J6vW3EVFIzVxpCMP2WCCXxn5Akly4UX462CqjlaBPUj7M5wcestFOP6yXaZNszXcfJJHXu6kfk0_Oqcku8LjoVVWWKHk5X3-HdaNDQ==&xkcb=SoB86_M3FTTPFF07K50KbzkdCdPP&p=1&fvj=1&vjs=3,"Employer
Active 2 days ago","Electrician's wanted for Dublin, Galway, Carlow.
Long term work for the right candidate.
Fully Qualified Electrician
Ability to work on own initiative whilst being able to work successfully as part of a wider team.
Be an excellent communicator.
Honest in dealings with our customers and the company
Experience on Industrial, Commercial & Pharma sites
Own tools
Own Vehicle
Fuel Card may be provided
Safe Pass & Manual Handling have to be up to date.
References required
Full Driving License.
Transport provided.
Job Type: Full-time
Salary: DOE
Schedule:
Monday to Friday
Overtime
Experience:
Electrician: 3 years (required)
License/Certification:
Craft Cert (required)
Manual Handling Certificate (required)
Safe Pass (required)
Work Location: In person
Job Types: Full-time, Fixed term, Apprenticeship
Salary: €25,000.00-€55,000.00 per year
Benefits:
Company car
Schedule:
Monday to Friday
Overtime
Weekend availability
Supplemental pay types:
Commission pay
Overtime pay
Yearly bonus
Work Location: In person"
maintenance electrician,job_008262c8d713d6e0,https://ie.indeed.com/rc/clk?jk=008262c8d713d6e0&bb=-TQezXSz810yH3ainHWhDWlAbG1qVJJ-HWMILp71vt97mWVc7nhfJv1LkeU-1MryCf-VoPv9EUBe-MF5FcBRer6BNWxCUITyJUjVo5Ft1Yo%3D&xkcb=SoAV67M3FTTPFF07K50JbzkdCdPP&fccid=370f9a85c5bb620d&cmp=Search-Talent&ti=Maintenance+Electrician&vjs=3,,"We are actively seeking a Maintenance Electrician to enhance our Clients Maintenance Team for diverse projects in Commercial, Pharmaceutical, and Healthcare sectors across Dublin and its vicinity.
The ideal candidate should showcase exceptional technical proficiency with a proven track record encompassing all facets of HVAC Units and plumbing services. This role is based in Dublin and surrounding areas, offering an opportunity for career advancement.
Primary Responsibilities:
Essential experience in emergency lighting, MV/LV, and thermal imaging.
Demonstrated ability in delivering Electrical Services and HVAC Maintenance.
Proficient in identifying faults or hazards.
Conduct testing, troubleshooting, and repair of electrical systems and components.
Role Requirements:
A minimum of 3+ years of experience post apprenticeship qualification.
Outstanding attention to detail and effective communication skills.
Capable of working independently and collaboratively within a team.
Competent decision-making skills on-site.
Flexibility is a must.
Possession of a full clean driver’s license.
Competitive Salary.
Proficiency in PAT Testing and Emergency Lighting Testing.
This role presents a significant opportunity for professional growth, and we encourage qualified candidates to apply.
Job Type: Permanent
Salary: Up to €55,000.00 per year
Schedule:
8 hour shift
Monday to Friday
Ability to Commute:
Dublin 2, CO. Dublin (required)
Ability to Relocate:
Dublin 2, CO. Dublin: Relocate before starting work (required)
Work Location: In person"
,job_c5b4f6847dcafffc,https://ie.indeed.com/rc/clk?jk=c5b4f6847dcafffc&bb=-TQezXSz810yH3ainHWhDetkE5z-Hjo2KS3mFG4fcOCa1VIdW9TH9K-OXnzMTfR6JW-4RiiY2FNj6cfvUctJiVJMVIeyC1r1T8Rc1dtR30E%3D&xkcb=SoCh67M3FTTPFF07K50IbzkdCdPP&fccid=7c0a694a2e1ff73a&cmp=HERO-Recruitment&ti=Maintenance+Technician&vjs=3,,"Are you an Electrically qualified technician looking for a new challenge with a market leader in their sector?
This company swept the boards at the Facilities Management Awards in 2023 and has a number of positions available in Dublin and Leinster for Mobile Multi Skilled technicians to support their key accounts.
In this role you will provide general Electrical and Mechanical maintenance support to a number of sites, working with the inhouse Helpdesk team to prioritize and complete calls. To achieve this you will have a fully expensed and equipped company vehicle and all the necessary tech and support to allow you to provide exceptional service the company is known for.
On offer is a full time, permanent position with an attractive salary, a comprehensive benefits package and a company vehicle. You'll work a 40 hour week with flexible hours and on a Monday to Friday basis. There would be the occasional requirement to be on call.
Your new role:
Provide Best in Class customer service.
Adhere and lead company health and safety policies & guidelines.
Take complete ownership of your working environment & systems.
Ensure that service delivery meets or exceeds the requirements of SLA’s.
Manage and ensure helpdesk tasks are completed and closed in timely manner.
Keep appropriate records for services carried out.
Report all malfunctions to the Facilities team and ensure solutions are implemented.
Safely and efficiently, install, maintain, and repair plant and equipment as required.
Carry out routine Planned Preventative Maintenance (PPM) and commissioning to plant and equipment.
Carry out Electrical diagnostic and fault finding to plant and equipment.
Undertake corrective maintenance as required.Carry out audits, rounds and readings on site, taking remedial actions where necessary.
Assist with HVAC, Mechanical maintenance and building fabric repairs as required.
Work flexible duties & hours depending on requirements and On -Call Rota.
What you can bring:
Fully Qualified Electrician with 3+ years’ experience in Facilities and services critical environment.
Proven Experience & competence in, PAT and Thermal imaging predictive maintenance.
Detailed Knowledge of PPM Systems.
Proven competence of Emergency Lighting and Fire Protection and Detection Systems
Basic Handyman, building maintenance skills.
Basic knowledge / understanding of HVAC Systems
For more on this and other roles in call Nigel O'Leary on 086 8168273 or email science@hero.ie.
To apply click below.
Check out all our open jobs on our HERO Recruitment website – https://www.hero.ie/
Please Note: Under its obligation under the Data Protection legislation, HERO Recruitment will not forward your details to any company without your prior approval.
Data can only be transferred outside of the EEA on the basis of standards contractual clauses, to a country for whom an adequacy decision has been given by the European Commission or where the express permission of the data subject has been given. You have supplied us with your personal data in the process of applying for a position. Our client company may have personnel outside of the EEA who will review you data. We will apply the appropriate criteria in respect of the data transfer depending on the location of those personnel.
Job Types: Full-time, Permanent
Salary: €48,000.00-€50,000.00 per year
Benefits:
Company car
Schedule:
Monday to Friday
Experience:
Facilities maintenance: 2 years (preferred)
Electrical maintenance: 2 years (preferred)
Work authorisation:
Ireland (preferred)
Willingness to travel:
100% (preferred)
Work Location: On the road"
,job_4b908604b8ab3db1,https://ie.indeed.com/rc/clk?jk=4b908604b8ab3db1&bb=-TQezXSz810yH3ainHWhDWChQsCIEmIdUpVTJAnlzpcZzo9bWt2_PaMKlDU9_Zah2aBeztzOLP8m4AYbeHUKhM5jjwlfrqtDLggg9KNeATw%3D&xkcb=SoAv67M3FTTPFF07K50PbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3,,"As a Data Center Technician (DCT), you will understand standard electrical processes and procedures to be able to prepare, install, perform diagnostics, troubleshoot, replace, and/or decommission equipment. This opportunity will allow you to develop an understanding of our Data Center environment, familiarize yourself with security and data management procedures, and accelerate your career growth in the process.

Microsoft’s Cloud Operations & Innovation (CO+I) is the engine that powers our cloud services. As a CO+I DCT, you will perform a key role in delivering the core infrastructure and foundational technologies for Microsoft's online services including Bing, Office 365, Xbox, OneDrive, and the Microsoft Azure platform. As a group, CO+I is focused on the personal and professional development of all employees and offers training and growth opportunities including Career Rotation Programs, Diversity & Inclusion trainings and events, and professional certifications.

Our infrastructure is comprised of a large global portfolio of more than 200 Data Centres in 32 countries and millions of servers. Our foundation is built upon and managed by a team of subject matter experts working to support services for more than 1 billion customers and 20 million businesses in over 90 countries worldwide.

With environmental sustainability and optimization at the forefront of our data centre design and operations, we continue to grow and evolve as we meet the ever-changing business demands that hold Microsoft as a world-class cloud provider.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond

In alignment with our Microsoft values, we are committed to cultivating an inclusive work environment for all employees to positively impact our culture every day.
#COICareers

Responsibilities
Responsibilities
Data Center Operations
Deploying, energizing Pre-Loaded Server Racks, grounding server equipment ensuring electrical compliance and redundancy.
Installation and testing of Power Infrastructure such as facility outlets and Tap-Offs.
To manage/install and maintain Hot Aisle Containment installation to meet required environmental conditions.
Perform CAT6, Optical Fiber and Electrical power cable installations & complete Industry standard testing.
Physically assist in moving and racking equipment hardware rack / stack installations, testing, and troubleshooting using standard Datacenter processes.
Supporting deployment of on-site DC physical infrastructure including backbone infrastructure cabling & supporting hardware, fibre trays, cable basket.
Demonstrates an applied understanding of standard processes and procedures for preparing, installing, performing diagnostics, troubleshooting, replacing, and/or decommissioning equipment.
Proactively shares relevant information to enable efficient workflow and mitigate the impact that changes to their area of work will have on others.
Complies with Data Center Services (DCS) business unit and service-level policies, procedures, and deadlines.
Completes assigned tickets efficiently and in alignment with expectations for Key Performance Indicators (KPIs) per task type while meeting or exceeding established Service Level Agreements (SLAs), with minimal guidance from other technicians.
Completes required training aligned to the role and workload; observes more experienced technicians to gain hands-on experience and relevant on-the-job training.
Complies with security and data management procedures and policies and completes required security training and alerts others to security concerns and/or incidents.
Participates in daily safety briefings, completes required safety training, complies with safety procedures (e.g., equipment use, lifting, electrical hazards, ladder/rolling stair use) with additional focus on Electrical Safety and Electrical best practice.
Embodies our culture and values.
Qualifications
Required Qualifications :
Electrical qualification - National Craft Certificate with post qualification experience.
High school diploma, GED, or equivalent and basic knowledge of computer hardware and components AND experience supporting IT equipment or related technology.
Background Check Requirements:
Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings:
Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter.
While not required, we also look for the following Preferred Qualifications:
Experience supporting IT equipment or related technology in similar industry / Comms room environment.
Level 3 industry recognised qualification in copper such as the BTEC Level 3 Advanced Award in Data Communications Cable Installation or the BTEC Level 3 in Certified Network Cable Installer (Copper)
Level 3 industry recognised qualification in Fibre such as the BTEC Level 3 Advanced Award in Data Communications Cable Installation or the BTEC Level 3 in Certified Network Cable Installer (Fibre)

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations."
,job_085ab94e90b46d79,https://ie.indeed.com/rc/clk?jk=085ab94e90b46d79&bb=-TQezXSz810yH3ainHWhDUvUDAvpfrQWuD-4Mg_WaxIw7Bt3dGBv-4s7MaS_K4KMHcf8SVcLNarlKV6v5f5JGz0NGeh4qcXqBGYehvEnS-4%3D&xkcb=SoCb67M3FTTPFF07K50ObzkdCdPP&fccid=867bf7143e8ea41c&vjs=3,,"A leading Manufacturing and Production company is looking for a Technical Sales Executive (Electrician/ Construction) to join their Dublin team.
Responsibilties of the Technical Sales Executive (Electrician/ Construction):
Provide Sales assistance to builders and/or electricians working on installations
Provide remote technical support to all customers
Gain a full indepth understanding of company's products
Gain a full indepth understanding of the company's services and upsell when needed
Requirements of the Technical Sales Executive (Electrician/ Construction):
MUST HAVE practical experience with DIY, Electrical Work, Construction or Troubleshooting
An interest in Energy/ Renewable Energy
Proficiency in MS Office including Excel
Good mathematical ability

A leading Manufacturing and Production company is looking for a Technical Sales Executive (Electrician/ Construction) to join their Dublin team."
,sj_27df74b0c4c85e12,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DLV-UaSYmUGe552KBhW9s_HkfdbPn1FZY0DTB9Fw9AAkI2JMxKoEVRLQnGcroGvuRP7a3Waqwyp5ZBEj6iJkIygUqg47I9fnZCiBfvxFKXRAQKpNxcjX6-x-4prxs6c3jmxEhTgeBrirHAqzvhxQO-8ZRIm9LCi6nrjr68ZZxphD5GHdLfuYI95ruziMwVH_qSsqGPdvd1m3WI0-rv3tF6R-EvbWBXSQYo31RdLP0gh5KgXXMXFbpR_wO46pbHek6w1K-lPvtnnZOSmWwNJpFtWN9QopJWaZNfMVC-A8gJQPrJxdTrL0NXII8S6wNwnnPamV1QEeid6Hdbt1wMvFW_Ot4c0znS5uVXJ4hdtHGB7CiW7LPkqPPe5ZabmRJ5Pi5QSjSb1nclR0fEU5MtJkiQ4TGBwQH2FxlXays15aFJLo5FveIGo9cukoIB127_RPfaAUAyNs-zAtCSWolwDMgEdq5ZYWFMovRdj1_qFzSo22oRBGEet1_nX3IGMzuEn_NHaywRb3PrQ8jYES1IWLZ0sCNAbrTkNuIBh8d6ifKrapIxGorOXwoD2v5crgHwfhrrcUzcYRCeHZbQKNUKmOsGHZnNYWJjzgRHNsn8j0ChqXyUVjTw8mx4frRchjZEtxbiX3w6fnnpNV9Ji9UC_AHq&xkcb=SoDy6_M3FTTPFF07K50NbzkdCdPP&p=6&fvj=1&vjs=3,,"Total Solutions alongside our client are currently seeking a Qualified Electrician for a role based between sites in Dublin City,Co.Dublin.
The ideal candidate will need to be versed in 1st Fix and 2nd Fix. The role will require work on Offices and apartments and will be a fixed term role for 2 months.
Requirements:
Safe Pass
Manual Handling
Irish or UK Electrical qualification
If you are interested in the above role please apply with your CV below or contact:
Glenn 0874879931 or Mario 0871091430
INDMID
Job Types: Full-time, Fixed term
Salary: From €21.49 per hour
Expected hours: No less than 44 per week
Benefits:
On-site parking
Schedule:
8 hour shift
Monday to Friday
Overtime
Experience:
Electrician: 4 years (required)
Licence/Certification:
Manual Handling Certificate (preferred)
Safe Pass (preferred)
Ability to Relocate:
Dublin, CO. Dublin: Relocate before starting work (required)
Work Location: In person"
